name ts   x y z   roll pitch yaw  err delay
QR_4 1776353923.243926000 0.997670   0.997356 0.994392 -0.00235137   0.000677929 1.00905 0.0001   3.5e-05
HR_6 1776353923.253926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.4e-05
QR_4 1776353923.253926000 0.997703   0.997336 0.994199 -0.00244198   0.000752752 1.01495 0.0001   3.4e-05
HR_6 1776353923.263926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4e-06
QR_4 1776353923.263926000 0.997751   0.997315 0.993953 -0.00250768   0.000870274 1.02367 0.0001   4e-06
HR_6 1776353923.273926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5e-06
QR_4 1776353923.273926000 0.997799   0.997281 0.993756 -0.00246496   0.000913028 1.0318 0.0001   5e-06
HR_6 1776353923.283926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.5e-05
QR_4 1776353923.283926000 0.997843   0.997251 0.993577 -0.00242857   0.000833779 1.03799 0.0001   3.5e-05
HR_6 1776353923.293926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   9e-06
QR_4 1776353923.293926000 0.997913   0.997214 0.993369 -0.00245577   0.000684775 1.04773 0.0001   9e-06
HR_6 1776353923.303922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1e-06
QR_4 1776353923.303922000 0.997947   0.997193 0.993272 -0.00239837   0.000697557 1.05372 0.0001   1e-06
HR_6 1776353923.313922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000756
QR_4 1776353923.313922000 0.997980   0.997163 0.993198 -0.00227332   0.000718376 1.06142 0.0001   0.000756
HR_6 1776353923.323922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.9e-05
QR_4 1776353923.323922000 0.998005   0.997141 0.993113 -0.00214625   0.000806649 1.06917 0.0001   2.9e-05
HR_6 1776353923.333922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.8e-05
QR_4 1776353923.333922000 0.998028   0.997116 0.993055 -0.00208456   0.000913608 1.07593 0.0001   3.8e-05
HR_6 1776353923.343922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000858
QR_4 1776353923.343922000 0.998042   0.997096 0.993001 -0.00206516   0.00105778 1.08318 0.0001   0.000858
HR_6 1776353923.353922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.6e-05
QR_4 1776353923.353922000 0.998055   0.997072 0.992949 -0.00200368   0.00117405 1.09015 0.0001   3.6e-05
HR_6 1776353923.363922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4e-05
QR_4 1776353923.363922000 0.998060   0.997031 0.992891 -0.0019546   0.00120171 1.09601 0.0001   4e-05
HR_6 1776353923.373922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.3e-05
QR_4 1776353923.373922000 0.998064   0.996986 0.992861 -0.00188459   0.00118555 1.1027 0.0001   1.3e-05
HR_6 1776353923.383922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6e-05
QR_4 1776353923.383922000 0.998070   0.996938 0.992837 -0.0018215   0.00105803 1.10926 0.0001   6e-05
HR_6 1776353923.393922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6.4e-05
QR_4 1776353923.393922000 0.998071   0.996886 0.992838 -0.00174813   0.000835925 1.1154 0.0001   6.4e-05
HR_6 1776353923.403922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.2e-05
QR_4 1776353923.403922000 0.998077   0.996851 0.992847 -0.0017049   0.000708627 1.12023 0.0001   3.2e-05
HR_6 1776353923.413923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.5e-05
QR_4 1776353923.413923000 0.998088   0.996812 0.992879 -0.00156954   0.000757143 1.12597 0.0001   2.5e-05
HR_6 1776353923.423923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000252
QR_4 1776353923.423923000 0.998082   0.996783 0.9929 -0.0014366   0.000786128 1.13138 0.0001   0.000252
HR_6 1776353923.433923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.3e-05
QR_4 1776353923.433923000 0.998073   0.996771 0.992929 -0.00139174   0.000794663 1.13685 0.0001   5.3e-05
HR_6 1776353923.443923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.7e-05
QR_4 1776353923.443923000 0.998067   0.996769 0.992966 -0.00138349   0.000795923 1.14129 0.0001   1.7e-05
HR_6 1776353923.453923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000881
QR_4 1776353923.453923000 0.998045   0.996749 0.99302 -0.00138735   0.000865661 1.14666 0.0001   0.000881
HR_6 1776353923.463923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.3e-05
QR_4 1776353923.463923000 0.998011   0.996734 0.993057 -0.00143309   0.00096171 1.15165 0.0001   5.3e-05
HR_6 1776353923.473923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.5e-05
QR_4 1776353923.473923000 0.997977   0.996701 0.993102 -0.00147311   0.000756183 1.1573 0.0001   5.5e-05
HR_6 1776353923.483923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6.4e-05
QR_4 1776353923.483923000 0.997939   0.996655 0.993183 -0.00138858   0.000645906 1.16194 0.0001   6.4e-05
HR_6 1776353923.493923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.7e-05
QR_4 1776353923.493923000 0.997907   0.996632 0.993295 -0.00140019   0.000417581 1.16681 0.0001   3.7e-05
HR_6 1776353923.503923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6.3e-05
QR_4 1776353923.503923000 0.997883   0.996603 0.9934 -0.00143215   2.01017e-05 1.17274 0.0001   6.3e-05
HR_6 1776353923.513924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.3e-05
QR_4 1776353923.513924000 0.997836   0.996561 0.993522 -0.00143415   -5.63518e-05 1.178 0.0001   3.3e-05
HR_6 1776353923.523924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6.9e-05
QR_4 1776353923.523924000 0.997785   0.996538 0.993628 -0.00147621   0.000208613 1.18392 0.0001   6.9e-05
HR_6 1776353923.533924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   8.1e-05
QR_4 1776353923.533924000 0.997743   0.996502 0.993741 -0.0015821   0.00108631 1.18956 0.0001   8.1e-05
HR_6 1776353923.543924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.3e-05
QR_4 1776353923.543924000 0.997678   0.996456 0.993843 -0.00174233   0.00200573 1.19424 0.0001   4.3e-05
HR_6 1776353923.553924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.7e-05
QR_4 1776353923.553924000 0.997607   0.996439 0.993952 -0.00184503   0.00258853 1.199 0.0001   2.7e-05
HR_6 1776353923.563924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.7e-05
QR_4 1776353923.563924000 0.997548   0.996413 0.994081 -0.00186018   0.00275034 1.20351 0.0001   4.7e-05
HR_6 1776353923.573924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7.2e-05
QR_4 1776353923.573924000 0.997484   0.996381 0.994189 -0.00178589   0.00272803 1.20646 0.0001   7.2e-05
HR_6 1776353923.583924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7e-06
QR_4 1776353923.583924000 0.997411   0.996344 0.994348 -0.000916423   0.00343711 1.21198 0.0001   7e-06
HR_6 1776353923.593924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.2e-05
QR_4 1776353923.593924000 0.997375   0.996322 0.994451 -0.000305777   0.00387612 1.21605 0.0001   3.2e-05
HR_6 1776353923.603924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.3e-05
QR_4 1776353923.603924000 0.997332   0.996304 0.994611 1.67196e-05   0.00417796 1.22099 0.0001   4.3e-05
HR_6 1776353923.613925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.9e-05
QR_4 1776353923.613925000 0.997279   0.996307 0.994767 9.01087e-05   0.00427913 1.22579 0.0001   4.9e-05
HR_6 1776353923.623925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5e-06
QR_4 1776353923.623925000 0.997235   0.996327 0.99493 0.000113594   0.00433152 1.23058 0.0001   5e-06
HR_6 1776353923.633925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.5e-05
QR_4 1776353923.633925000 0.997193   0.996338 0.995082 0.000106949   0.00424426 1.23521 0.0001   3.5e-05
HR_6 1776353923.643925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.7e-05
QR_4 1776353923.643925000 0.997163   0.996343 0.99521 0.000166507   0.00411805 1.2392 0.0001   4.7e-05
HR_6 1776353923.653923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1e-06
QR_4 1776353923.653923000 0.997118   0.996354 0.99528 0.000234404   0.00392783 1.24404 0.0001   1e-06
HR_6 1776353923.663923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.2e-05
QR_4 1776353923.663923000 0.997094   0.996362 0.995301 0.000273485   0.00381985 1.24694 0.0001   3.2e-05
HR_6 1776353923.673923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4e-05
QR_4 1776353923.673923000 0.997057   0.996373 0.995397 0.000371257   0.00357731 1.25314 0.0001   4e-05
HR_6 1776353923.683923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.8e-05
QR_4 1776353923.683923000 0.997020   0.996385 0.99551 0.000443746   0.00340082 1.25819 0.0001   5.8e-05
HR_6 1776353923.693923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.8e-05
QR_4 1776353923.693923000 0.996983   0.996394 0.995647 0.000567029   0.00326337 1.2624 0.0001   5.8e-05
HR_6 1776353923.703923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.2e-05
QR_4 1776353923.703923000 0.996938   0.996402 0.99581 0.000891335   0.00316016 1.26615 0.0001   2.2e-05
HR_6 1776353923.713923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5e-05
QR_4 1776353923.713923000 0.996909   0.996408 0.995925 0.00113672   0.00313092 1.27 0.0001   5e-05
HR_6 1776353923.723923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.4e-05
QR_4 1776353923.723923000 0.996857   0.996421 0.996051 0.00138978   0.00312488 1.27495 0.0001   3.4e-05
HR_6 1776353923.733923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.7e-05
QR_4 1776353923.733923000 0.996826   0.99644 0.996165 0.00150405   0.00314239 1.2792 0.0001   2.7e-05
HR_6 1776353923.743923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.3e-05
QR_4 1776353923.743923000 0.996793   0.996458 0.996306 0.00157975   0.00307177 1.28515 0.0001   2.3e-05
HR_6 1776353923.753923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.9e-05
QR_4 1776353923.753923000 0.996759   0.996477 0.996464 0.00160467   0.0030156 1.29026 0.0001   4.9e-05
HR_6 1776353923.763924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   9e-06
QR_4 1776353923.763924000 0.996726   0.996488 0.996648 0.00159226   0.0029056 1.29509 0.0001   9e-06
HR_6 1776353923.773924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.8e-05
QR_4 1776353923.773924000 0.996701   0.996491 0.99681 0.00161936   0.00279031 1.29991 0.0001   2.8e-05
HR_6 1776353923.783924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.6e-05
QR_4 1776353923.783924000 0.996670   0.996499 0.996943 0.00163574   0.00263139 1.30454 0.0001   2.6e-05
HR_6 1776353923.793924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7.4e-05
QR_4 1776353923.793924000 0.996633   0.996505 0.997073 0.00160081   0.00250146 1.30938 0.0001   7.4e-05
HR_6 1776353923.803924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6e-06
QR_4 1776353923.803924000 0.996602   0.99652 0.997219 0.0015437   0.00240427 1.31336 0.0001   6e-06
HR_6 1776353923.813924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.2e-05
QR_4 1776353923.813924000 0.996569   0.996541 0.997347 0.00152397   0.00238961 1.31682 0.0001   3.2e-05
HR_6 1776353923.823924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.001835
QR_4 1776353923.823924000 0.996529   0.996578 0.997627 0.00150545   0.00240995 1.32183 0.0001   0.001835
HR_6 1776353923.833924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000181
QR_4 1776353923.833924000 0.996499   0.996605 0.997877 0.00150624   0.0024677 1.3255 0.0001   0.000181
HR_6 1776353923.843924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7e-06
QR_4 1776353923.843924000 0.996460   0.996638 0.998191 0.00133092   0.0025166 1.33 0.0001   7e-06
HR_6 1776353923.853924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7e-06
QR_4 1776353923.853924000 0.996431   0.996678 0.998456 0.00109615   0.00250247 1.33505 0.0001   7e-06
HR_6 1776353923.863925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.8e-05
QR_4 1776353923.863925000 0.996410   0.996715 0.998737 0.000999029   0.0024767 1.33888 0.0001   1.8e-05
HR_6 1776353923.873925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.5e-05
QR_4 1776353923.873925000 0.996386   0.996743 0.999046 0.00117467   0.0023949 1.3423 0.0001   1.5e-05
HR_6 1776353923.883925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   8e-06
QR_4 1776353923.883925000 0.996369   0.996783 0.999356 0.00130291   0.0022595 1.34595 0.0001   8e-06
HR_6 1776353923.893925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4e-06
QR_4 1776353923.893925000 0.996367   0.99681 0.999641 0.00135299   0.00209237 1.34939 0.0001   4e-06
HR_6 1776353923.903925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   7e-05
QR_4 1776353923.903925000 0.996361   0.996829 0.999899 0.00154964   0.00194756 1.35269 0.0001   7e-05
HR_6 1776353923.913925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.5e-05
QR_4 1776353923.913925000 0.996349   0.996849 1.00013 0.00171645   0.00178028 1.35603 0.0001   3.5e-05
HR_6 1776353923.923925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.6e-05
QR_4 1776353923.923925000 0.996345   0.996884 1.00037 0.00208857   0.00164193 1.35898 0.0001   4.6e-05
HR_6 1776353923.933925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.1e-05
QR_4 1776353923.933925000 0.996354   0.996915 1.0006 0.00237107   0.00151581 1.36236 0.0001   5.1e-05
HR_6 1776353923.943925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.9e-05
QR_4 1776353923.943925000 0.996355   0.996955 1.00082 0.00245343   0.00145113 1.36581 0.0001   1.9e-05
HR_6 1776353923.953925000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6.7e-05
QR_4 1776353923.953925000 0.996364   0.996996 1.00099 0.00247532   0.00145829 1.3691 0.0001   6.7e-05
HR_6 1776353923.963926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.4e-05
QR_4 1776353923.963926000 0.996373   0.997024 1.00111 0.00241943   0.00145871 1.37249 0.0001   3.4e-05
HR_6 1776353923.973926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.4e-05
QR_4 1776353923.973926000 0.996392   0.997061 1.00126 0.00245989   0.00148362 1.37709 0.0001   3.4e-05
HR_6 1776353923.983926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.8e-05
QR_4 1776353923.983926000 0.996418   0.997105 1.0014 0.00242977   0.00141499 1.3811 0.0001   4.8e-05
HR_6 1776353923.993926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.1e-05
QR_4 1776353923.993926000 0.996458   0.997155 1.00153 0.00227369   0.00129813 1.38537 0.0001   2.1e-05
HR_6 1776353924.003926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.3e-05
QR_4 1776353924.003926000 0.996490   0.997202 1.00167 0.00207652   0.00116588 1.38876 0.0001   3.3e-05
HR_6 1776353924.013926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.1e-05
QR_4 1776353924.013926000 0.996518   0.997251 1.0018 0.00181029   0.000984546 1.39107 0.0001   4.1e-05
HR_6 1776353924.023926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5e-06
QR_4 1776353924.023926000 0.996548   0.997299 1.00196 0.00166972   0.00080308 1.39363 0.0001   5e-06
HR_6 1776353924.033926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.7e-05
QR_4 1776353924.033926000 0.996596   0.997343 1.00212 0.00157242   0.000654243 1.39666 0.0001   2.7e-05
HR_6 1776353924.043926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.7e-05
QR_4 1776353924.043926000 0.996649   0.997381 1.00228 0.00146579   0.000548138 1.399 0.0001   4.7e-05
HR_6 1776353924.053926000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.6e-05
QR_4 1776353924.053926000 0.996693   0.997408 1.00239 0.00141192   0.000439253 1.40108 0.0001   3.6e-05
HR_6 1776353924.063927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.3e-05
QR_4 1776353924.063927000 0.996744   0.997435 1.00246 0.00136733   0.000392864 1.40324 0.0001   2.3e-05
HR_6 1776353924.073927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.4e-05
QR_4 1776353924.073927000 0.996804   0.997463 1.00255 0.00121161   0.000305939 1.4052 0.0001   4.4e-05
HR_6 1776353924.083927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5.4e-05
QR_4 1776353924.083927000 0.996858   0.997485 1.00256 0.0010334   0.000161863 1.40697 0.0001   5.4e-05
HR_6 1776353924.093927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.7e-05
QR_4 1776353924.093927000 0.996910   0.997516 1.00253 0.000931538   5.36662e-05 1.409 0.0001   3.7e-05
HR_6 1776353924.103927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.4e-05
QR_4 1776353924.103927000 0.996959   0.997544 1.0025 0.000847612   -4.35521e-05 1.41098 0.0001   4.4e-05
HR_6 1776353924.113927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.9e-05
QR_4 1776353924.113927000 0.996992   0.997562 1.00246 0.000823576   -0.000101203 1.4125 0.0001   4.9e-05
HR_6 1776353924.123927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.9e-05
QR_4 1776353924.123927000 0.997023   0.997584 1.00241 0.000727248   -0.000150647 1.41391 0.0001   3.9e-05
HR_6 1776353924.133927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.8e-05
QR_4 1776353924.133927000 0.997061   0.997601 1.00235 0.000513519   -0.000257542 1.41554 0.0001   4.8e-05
HR_6 1776353924.143927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.1e-05
QR_4 1776353924.143927000 0.997091   0.997623 1.00229 0.000245192   -0.000327242 1.41714 0.0001   3.1e-05
HR_6 1776353924.153927000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4.7e-05
QR_4 1776353924.153927000 0.997127   0.997648 1.00222 2.29158e-05   -0.000350494 1.4187 0.0001   4.7e-05
HR_6 1776353924.163928000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5e-05
QR_4 1776353924.163928000 0.997166   0.997671 1.00215 -4.75193e-05   -0.000324624 1.42018 0.0001   5e-05
HR_6 1776353924.173928000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.8e-05
QR_4 1776353924.173928000 0.997204   0.997689 1.00209 -2.87302e-05   -0.000296956 1.42168 0.0001   3.8e-05
HR_6 1776353924.183928000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.9e-05
QR_4 1776353924.183928000 0.997231   0.997713 1.00203 0.000113505   -0.000282911 1.42319 0.0001   3.9e-05
HR_6 1776353924.193928000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   5e-06
QR_4 1776353924.193928000 0.997257   0.997744 1.00198 0.000436141   -0.000286138 1.42458 0.0001   5e-06
HR_6 1776353924.203922000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1e-06
QR_4 1776353924.203922000 0.997290   0.997764 1.00193 0.000652205   -0.000289889 1.42604 0.0001   1e-06
HR_6 1776353924.213923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   3.1e-05
QR_4 1776353924.213923000 0.997324   0.997786 1.00189 0.000866507   -0.000351913 1.42752 0.0001   3.1e-05
HR_6 1776353924.223923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.4e-05
QR_4 1776353924.223923000 0.997359   0.997812 1.00187 0.000989929   -0.000409836 1.42865 0.0001   1.4e-05
HR_6 1776353924.233923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000675
QR_4 1776353924.233923000 0.997401   0.997847 1.00183 0.00096364   -0.000467736 1.42998 0.0001   0.000675
HR_6 1776353924.243923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.9e-05
QR_4 1776353924.243923000 0.997436   0.997873 1.00178 0.000831212   -0.000496516 1.43129 0.0001   2.9e-05
HR_6 1776353924.253923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.000633
QR_4 1776353924.253923000 0.997481   0.997905 1.00174 0.000623549   -0.000432749 1.43261 0.0001   0.000633
HR_6 1776353924.263923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.9e-05
QR_4 1776353924.263923000 0.997519   0.997938 1.00171 0.000311917   -0.000302281 1.43395 0.0001   2.9e-05
HR_6 1776353924.273923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   0.00033
QR_4 1776353924.273923000 0.997536   0.997961 1.00168 8.5809e-05   -0.000135042 1.43522 0.0001   0.00033
HR_6 1776353924.283923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.6e-05
QR_4 1776353924.283923000 0.997566   0.997994 1.00162 -0.000141995   0.000110284 1.43689 0.0001   2.6e-05
HR_6 1776353924.293923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.4e-05
QR_4 1776353924.293923000 0.997608   0.998039 1.00157 -0.00010944   0.00029489 1.43862 0.0001   1.4e-05
HR_6 1776353924.303923000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   4e-05
QR_4 1776353924.303923000 0.997668   0.998079 1.00152 7.9877e-05   0.000393099 1.44036 0.0001   4e-05
HR_6 1776353924.313924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   6.1e-05
QR_4 1776353924.313924000 0.997715   0.99811 1.00146 0.00013639   0.000380146 1.44166 0.0001   6.1e-05
HR_6 1776353924.323924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   1.1e-05
QR_4 1776353924.323924000 0.997780   0.998151 1.00141 0.000263802   0.000300411 1.4428 0.0001   1.1e-05
HR_6 1776353924.333924000 0.999999   -1.55174e-06 0.24 -2.85663e-07   -1.64133e-07 8.11759e-06 0.0001   2.7e-05
QR_4 1776353924.333924000 0.997851   0.99818 1.00131 0.000201752   0.000131694 1.44403 0.0001   2.7e-05
