name ts   x y z   roll pitch yaw  err delay
QR_4 1776353915.813920000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   8e-06
HR_6 1776353915.823920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5e-06
QR_4 1776353915.823920000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5e-06
HR_6 1776353915.833920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.9e-05
QR_4 1776353915.833920000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.9e-05
HR_6 1776353915.843920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.3e-05
QR_4 1776353915.843920000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.3e-05
HR_6 1776353915.853920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.3e-05
QR_4 1776353915.853920000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.3e-05
HR_6 1776353915.863920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5e-05
QR_4 1776353915.863920000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5e-05
HR_6 1776353915.873920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000622
QR_4 1776353915.873920000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.000622
HR_6 1776353915.883920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.2e-05
QR_4 1776353915.883920000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.2e-05
HR_6 1776353915.893920000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.3e-05
QR_4 1776353915.893920000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.3e-05
HR_6 1776353915.903921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1e-05
QR_4 1776353915.903921000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1e-05
HR_6 1776353915.913921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.3e-05
QR_4 1776353915.913921000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.3e-05
HR_6 1776353915.923921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.3e-05
QR_4 1776353915.923921000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.3e-05
HR_6 1776353915.933921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.7e-05
QR_4 1776353915.933921000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1.7e-05
HR_6 1776353915.943921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.7e-05
QR_4 1776353915.943921000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.7e-05
HR_6 1776353915.953921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.6e-05
QR_4 1776353915.953921000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1.6e-05
HR_6 1776353915.963921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.1e-05
QR_4 1776353915.963921000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.1e-05
HR_6 1776353915.973921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.5e-05
QR_4 1776353915.973921000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1.5e-05
HR_6 1776353915.983921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2e-05
QR_4 1776353915.983921000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2e-05
HR_6 1776353915.993921000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.6e-05
QR_4 1776353915.993921000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2.6e-05
HR_6 1776353916.003922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000478
QR_4 1776353916.003922000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.000478
HR_6 1776353916.013922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6e-06
QR_4 1776353916.013922000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   6e-06
HR_6 1776353916.023922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.5e-05
QR_4 1776353916.023922000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.5e-05
HR_6 1776353916.033922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6e-06
QR_4 1776353916.033922000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   6e-06
HR_6 1776353916.043922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.9e-05
QR_4 1776353916.043922000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2.9e-05
HR_6 1776353916.053922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.4e-05
QR_4 1776353916.053922000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.4e-05
HR_6 1776353916.063922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.3e-05
QR_4 1776353916.063922000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.3e-05
HR_6 1776353916.073922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1e-05
QR_4 1776353916.073922000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1e-05
HR_6 1776353916.083922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.4e-05
QR_4 1776353916.083922000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.4e-05
HR_6 1776353916.093922000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.2e-05
QR_4 1776353916.093922000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2.2e-05
HR_6 1776353916.103923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.6e-05
QR_4 1776353916.103923000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1.6e-05
HR_6 1776353916.113923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.6e-05
QR_4 1776353916.113923000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.6e-05
HR_6 1776353916.123923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.4e-05
QR_4 1776353916.123923000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.4e-05
HR_6 1776353916.133923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.8e-05
QR_4 1776353916.133923000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.8e-05
HR_6 1776353916.143923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.2e-05
QR_4 1776353916.143923000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1.2e-05
HR_6 1776353916.153923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.4e-05
QR_4 1776353916.153923000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2.4e-05
HR_6 1776353916.163923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.1e-05
QR_4 1776353916.163923000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.1e-05
HR_6 1776353916.173923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.2e-05
QR_4 1776353916.173923000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.2e-05
HR_6 1776353916.183923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.8e-05
QR_4 1776353916.183923000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.8e-05
HR_6 1776353916.193923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.8e-05
QR_4 1776353916.193923000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2.8e-05
HR_6 1776353916.203924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5e-05
QR_4 1776353916.203924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5e-05
HR_6 1776353916.213924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.1e-05
QR_4 1776353916.213924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.1e-05
HR_6 1776353916.223924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.3e-05
QR_4 1776353916.223924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1.3e-05
HR_6 1776353916.233924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.1e-05
QR_4 1776353916.233924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.1e-05
HR_6 1776353916.243923000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2e-06
QR_4 1776353916.243923000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2e-06
HR_6 1776353916.253924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.4e-05
QR_4 1776353916.253924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.4e-05
HR_6 1776353916.263924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.7e-05
QR_4 1776353916.263924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2.7e-05
HR_6 1776353916.273924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000516
QR_4 1776353916.273924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.000516
HR_6 1776353916.283924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4e-05
QR_4 1776353916.283924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4e-05
HR_6 1776353916.293924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.4e-05
QR_4 1776353916.293924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.4e-05
HR_6 1776353916.303924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.9e-05
QR_4 1776353916.303924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.9e-05
HR_6 1776353916.313924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.001017
QR_4 1776353916.313924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.001017
HR_6 1776353916.323924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.8e-05
QR_4 1776353916.323924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.8e-05
HR_6 1776353916.333924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   7.4e-05
QR_4 1776353916.333924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   7.4e-05
HR_6 1776353916.343924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.8e-05
QR_4 1776353916.343924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1.8e-05
HR_6 1776353916.353925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.1e-05
QR_4 1776353916.353925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   6.1e-05
HR_6 1776353916.363925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.6e-05
QR_4 1776353916.363925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2.6e-05
HR_6 1776353916.373925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3e-05
QR_4 1776353916.373925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3e-05
HR_6 1776353916.383925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.8e-05
QR_4 1776353916.383925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.8e-05
HR_6 1776353916.393924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1e-06
QR_4 1776353916.393924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1e-06
HR_6 1776353916.403924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.5e-05
QR_4 1776353916.403924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.5e-05
HR_6 1776353916.413924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.7e-05
QR_4 1776353916.413924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.7e-05
HR_6 1776353916.423924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.8e-05
QR_4 1776353916.423924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.8e-05
HR_6 1776353916.433924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000532
QR_4 1776353916.433924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.000532
HR_6 1776353916.443924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.9e-05
QR_4 1776353916.443924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.9e-05
HR_6 1776353916.453924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.001043
QR_4 1776353916.453924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.001043
HR_6 1776353916.463924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.5e-05
QR_4 1776353916.463924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.5e-05
HR_6 1776353916.473924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.7e-05
QR_4 1776353916.473924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.7e-05
HR_6 1776353916.483924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   7.3e-05
QR_4 1776353916.483924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   7.3e-05
HR_6 1776353916.493924000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   9e-06
QR_4 1776353916.493924000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   9e-06
HR_6 1776353916.503925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.3e-05
QR_4 1776353916.503925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.3e-05
HR_6 1776353916.513925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.6e-05
QR_4 1776353916.513925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.6e-05
HR_6 1776353916.523925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.00024
QR_4 1776353916.523925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.00024
HR_6 1776353916.533925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.1e-05
QR_4 1776353916.533925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2.1e-05
HR_6 1776353916.543925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.7e-05
QR_4 1776353916.543925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.7e-05
HR_6 1776353916.553925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.4e-05
QR_4 1776353916.553925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2.4e-05
HR_6 1776353916.563925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.1e-05
QR_4 1776353916.563925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1.1e-05
HR_6 1776353916.573925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.5e-05
QR_4 1776353916.573925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.5e-05
HR_6 1776353916.583925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.1e-05
QR_4 1776353916.583925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.1e-05
HR_6 1776353916.593925000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.7e-05
QR_4 1776353916.593925000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.7e-05
HR_6 1776353916.603926000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.9e-05
QR_4 1776353916.603926000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2.9e-05
HR_6 1776353916.613926000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000521
QR_4 1776353916.613926000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.000521
HR_6 1776353916.623926000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000319
QR_4 1776353916.623926000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.000319
HR_6 1776353916.633926000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   8e-06
QR_4 1776353916.633926000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   8e-06
HR_6 1776353916.643926000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.2e-05
QR_4 1776353916.643926000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.2e-05
HR_6 1776353916.653926000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3e-05
QR_4 1776353916.653926000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3e-05
HR_6 1776353916.663926000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   8.1e-05
QR_4 1776353916.663926000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   8.1e-05
HR_6 1776353916.673926000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3e-05
QR_4 1776353916.673926000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3e-05
HR_6 1776353916.683926000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5e-05
QR_4 1776353916.683926000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5e-05
HR_6 1776353916.693926000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4e-05
QR_4 1776353916.693926000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4e-05
HR_6 1776353916.703927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.8e-05
QR_4 1776353916.703927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.8e-05
HR_6 1776353916.713927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.1e-05
QR_4 1776353916.713927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1.1e-05
HR_6 1776353916.723926000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2e-06
QR_4 1776353916.723926000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2e-06
HR_6 1776353916.733927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.7e-05
QR_4 1776353916.733927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.7e-05
HR_6 1776353916.743927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   1.2e-05
QR_4 1776353916.743927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   1.2e-05
HR_6 1776353916.753927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   5.1e-05
QR_4 1776353916.753927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   5.1e-05
HR_6 1776353916.763927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.9e-05
QR_4 1776353916.763927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   6.9e-05
HR_6 1776353916.773927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   3.5e-05
QR_4 1776353916.773927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   3.5e-05
HR_6 1776353916.783927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   4.3e-05
QR_4 1776353916.783927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   4.3e-05
HR_6 1776353916.793927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   2.1e-05
QR_4 1776353916.793927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   2.1e-05
HR_6 1776353916.803927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000407
QR_4 1776353916.803927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.000407
HR_6 1776353916.813927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   6.3e-05
QR_4 1776353916.813927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   6.3e-05
HR_6 1776353916.823927000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000232
QR_4 1776353916.823927000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.000232
HR_6 1776353916.833928000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   0.000473
QR_4 1776353916.833928000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   0.000473
HR_6 1776353916.843928000 1.000000   -6.97636e-14 0.24 -3.85365e-14   3.6362e-10 -7.77307e-17 0.0001   8.9e-05
QR_4 1776353916.843928000 0.052429   0.057573 0.03 2.13334e-07   -5.26914e-08 0.0845111 0.0001   8.9e-05
