# logged on Tue Apr 28 09:38:20 2026
#
# Rotor commands low-pass filter cut-off frequency
# { fc 0 }
# IMU calibration (0°C average)
# gscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# gbias {
#  0                    0  1                    0  2                    0
# }
# gstddev {
#  0                 0.01  1                 0.01  2                 0.01
# }
# ascale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# abias {
#  0                    0  1                    0  2                    0
# }
# astddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
# mscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# mbias {
#  0                    0  1                    0  2                    0
# }
# mstddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
#
# IMU low-pass filter cutoff frequencies
# gfc { x 20  y 20  z 20 }
# afc { x 5  y 5  z 5 }
# mfc { x 0  y 0  z 0 }
#
# sensor rate
# { imu 1000 mag 0 motor 20 battery 1 }
ts imu_rate mag_rate motor_rate bat imu_temp imu_wx imu_wy imu_wz raw_wx raw_wy raw_wz imu_ax imu_ay imu_az raw_ax raw_ay raw_az mag_x mag_y mag_z raw_mx raw_my raw_mz cmd_v0 cmd_v1 cmd_v2 cmd_v3 cmd_v4 cmd_v5 cmd_v6 cmd_v7 meas_v0 thro0 cons0 meas_v1 thro1 cons1 meas_v2 thro2 cons2 meas_v3 thro3 cons3 meas_v4 thro4 cons4 meas_v5 thro5 cons5 meas_v6 thro6 cons6 meas_v7 thro7 cons7 clk0 clk1 clk2 clk3 clk4 clk5 clk6 clk7
1777369100.330218000  9.98248 0 11.7042  16  nan  -0.000293826 -0.00184487 0.00222265  0.00106526 -0.00213053 0.00319579  -0.00699621 0.00233064 9.80189  0.00479004 0.0167651 9.78365  nan nan nan  nan nan nan  - - - - - - - - 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 0 0 0 0 0 0 0 0
1777369115.351388000  839.306 0 18.2121  -  nan  0.129489 -0.0275151 0.277786  0.122505 -0.0330232 0.296144  0.270328 0.0186752 9.78274  -0.193997 0.680186 8.51908  - - -  - - -  67.171 75.5524 62.2246 75.634 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.352192000  840.943 0 18.2121  -  nan  0.12865 -0.0302112 0.280668  0.121973 -0.0516653 0.3036  0.255236 0.000744254 9.75154  -0.225132 -0.570015 8.75859  - - -  - - -  67.327 75.6223 62.0394 75.5666 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.353212000  842.337 0 18.2121  -  nan  0.127904 -0.0326062 0.283228  0.121973 -0.0516653 0.3036  0.240605 -0.0166405 9.7213  -0.225132 -0.570015 8.75859  - - -  - - -  67.327 75.6223 62.0394 75.5666 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.354543000  842.512 0 18.2121  -  nan  0.127064 -0.03075 0.287821  0.120375 -0.015979 0.324373  0.240863 -0.0358301 9.77601  0.249082 -0.646655 11.5176  - - -  - - -  66.6222 75.3532 62.3067 76.2315 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.355202000  845.935 0 18.2121  -  nan  0.126317 -0.029101 0.291902  0.120375 -0.015979 0.324373  0.241113 -0.0544353 9.82906  0.249082 -0.646655 11.5176  - - -  - - -  66.6747 75.48 62.0854 76.2375 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.356195000  847.67 0 18.2121  -  nan  0.12607 -0.033166 0.296359  0.124103 -0.0655138 0.33183  0.273527 -0.0465765 9.78639  1.30529 0.203577 8.42807  - - -  - - -  66.6747 75.48 62.0854 76.2375 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.359286000  857.559 0 18.2121  -  nan  0.125655 -0.0399852 0.303837  0.124103 -0.0655138 0.33183  0.335423 -0.0315697 9.7049  1.30529 0.203577 8.42807  - - -  - - -  66.7372 75.6119 61.8339 76.2467 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.360212000  854.46 0 18.2121  -  nan  0.125244 -0.0461648 0.302681  0.121973 -0.0953412 0.29348  0.353729 -0.0121518 9.67287  0.936453 0.60594 8.65321  - - -  - - -  66.9184 75.8469 61.4315 76.1763 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.361186000  854.46 0 18.2121  -  -  - - -  - - -  - - -  - - -  - - -  - - -  66.9184 75.8469 61.4315 76.1763 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.362184000  855.27 0 18.2121  -  nan  0.124344 -0.047314 0.296956  0.117179 -0.056459 0.251402  0.315526 0.012073 9.75255  -0.900527 0.783171 12.2888  - - -  - - -  66.8266 76.0534 61.2507 76.2143 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.363180000  858.386 0 18.2121  -  nan  0.124198 -0.0531512 0.292644  0.123038 -0.0996022 0.258327  0.275641 0.00747414 9.66508  -0.993933 -0.138911 6.88089  - - -  - - -  66.0779 75.8339 62.0207 76.5174 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.365389000  858.386 0 18.2121  -  -  - - -  - - -  - - -  - - -  - - -  - - -  66.3104 75.8632 61.9364 76.3474 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369115.366209000  853.296 0 18.2121  -  nan  0.123851 -0.0670359 0.282386  0.123038 -0.0996022 0.258327  0.163129 -0.00549883 9.41834  -0.993933 -0.138911 6.88089  - - -  - - -  66.4488 75.8826 61.9974 76.1818 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.367299000  853.296 0 18.2121  -  -  - - -  - - -  - - -  - - -  - - -  - - -  66.5692 75.9411 61.8636 76.1337 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.368328000  853.296 0 18.2121  -  nan  0.123166 -0.069066 0.28743  0.117712 -0.0852212 0.327569  0.142622 -0.0365539 9.54188  -0.510139 -1.02507 13.4744  - - -  - - -  66.5486 75.8827 62.2489 75.9719 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.369255000  853.296 0 18.2121  -  -  - - -  - - -  - - -  - - -  - - -  - - -  66.6608 75.94 62.1305 75.9287 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.370710000  853.296 0 18.2121  -  -  - - -  - - -  - - -  - - -  - - -  - - -  66.5349 76.0304 62.1743 75.9282 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.371175000  853.296 0 18.2121  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.372189000  856.5 0 18.2121  -  nan  0.12415 -0.0629276 0.300158  0.127832 -0.0399474 0.347809  0.177313 -0.0891023 9.51803  0.720901 -0.912502 9.14418  - - -  - - -  66.72 76.1264 61.9788 75.8572 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.373828000  864.629 0 18.2121  -  nan  0.124561 -0.0603622 0.305478  0.127832 -0.0399474 0.347809  0.19387 -0.114182 9.50664  0.720901 -0.912502 9.14418  - - -  - - -  66.2302 75.7148 62.4588 76.322 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.374182000  866.303 0 18.2121  -  nan  0.125223 -0.0592129 0.299738  0.130495 -0.0500674 0.254066  0.207953 -0.0784605 9.6148  0.656235 1.0586 13.0576  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.375236000  867.273 0 18.2121  -  nan  0.125812 -0.058192 0.29464  0.130495 -0.0500674 0.254066  0.221607 -0.0438268 9.71967  0.656235 1.0586 13.0576  - - -  - - -  66.3295 76.0346 61.7053 76.5727 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.376199000  869.007 0 18.2121  -  nan  0.126572 -0.0529444 0.286483  0.132625 -0.0111853 0.221575  0.193921 -0.00601692 9.67121  -0.687371 1.19751 8.1287  - - -  - - -  66.5254 76.0128 61.6125 76.4965 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.377185000  870.287 0 18.2121  -  nan  0.125286 -0.049888 0.285778  0.115049 -0.0255663 0.280165  0.153217 0.00853749 9.63247  -1.14242 0.471819 8.39933  - - -  - - -  66.7379 75.9695 61.5551 76.3886 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.378197000  871.504 0 18.2121  -  nan  0.124143 -0.0471729 0.285151  0.115049 -0.0255663 0.280165  0.113753 0.0226486 9.59491  -1.14242 0.471819 8.39933  - - -  - - -  67.0798 75.8795 61.4814 76.2412 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.379218000  872.749 0 18.2121  -  nan  0.123128 -0.0447608 0.284594  0.115049 -0.0255663 0.280165  0.0754912 0.0363299 9.55849  -1.14242 0.471819 8.39933  - - -  - - -  67.2986 75.9143 61.3312 76.1458 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.380701000  872.749 0 18.2121  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.484 75.9774 61.1697 76.0646 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.381306000  869.395 0 18.2121  -  nan  0.121761 -0.0522796 0.305107  0.116646 -0.0804275 0.381897  -0.00504321 0.00713899 9.76194  -1.26697 -0.450264 12.9499  - - -  - - -  67.484 75.9774 61.1697 76.0646 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.382198000  877.722 0 18.2121  -  nan  0.122142 -0.057503 0.321171  0.125169 -0.0990696 0.449009  -0.0235648 -0.0367755 9.75677  -0.613125 -1.43462 9.59205  - - -  - - -  67.484 75.9774 61.1697 76.0646 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.386020000  877.722 0 18.2121  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.484 75.9774 61.1697 76.0646 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.387446000  877.047 0 18.2121  -  nan  0.12278 -0.0662656 0.34812  0.125169 -0.0990696 0.449009  -0.0589327 -0.120632 9.74688  -0.613125 -1.43462 9.59205  - - -  - - -  67.484 75.9774 61.1697 76.0646 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.388209000  886.916 0 18.2121  -  nan  0.123047 -0.0699277 0.359383  0.125169 -0.0990696 0.449009  -0.0758128 -0.160655 9.74217  -0.613125 -1.43462 9.59205  - - -  - - -  66.4094 76.4398 60.8152 76.7879 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.389195000  888.707 0 18.2121  -  nan  0.123283 -0.0731809 0.369389  0.125169 -0.0990696 0.449009  -0.0921789 -0.199459 9.7376  -0.613125 -1.43462 9.59205  - - -  - - -  66.0248 76.8372 60.385 77.0651 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.390202000  888.433 0 18.2121  -  nan  0.123494 -0.076071 0.378277  0.125169 -0.0990696 0.449009  -0.108046 -0.23708 9.73316  -0.613125 -1.43462 9.59205  - - -  - - -  66.0248 76.8372 60.385 77.0651 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.391168000  891.626 0 18.2121  -  nan  0.123146 -0.078579 0.383141  0.120375 -0.098537 0.421845  -0.0823597 -0.181275 9.62703  0.735271 1.59508 6.24861  - - -  - - -  65.1704 77.4505 59.7878 77.6492 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.392177000  892.67 0 18.2121  -  nan  0.121171 -0.0768232 0.394656  0.105461 -0.0628506 0.486293  -0.107718 -0.124907 9.65164  -0.914897 1.66933 10.4351  - - -  - - -  65.2439 77.4863 59.6987 77.6233 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.396064000  893.786 0 19.1606  -  nan  0.11786 -0.0738776 0.413974  0.105461 -0.0628506 0.486293  -0.156141 -0.0172702 9.69864  -0.914897 1.66933 10.4351  - - -  - - -  65.2439 77.4863 59.6987 77.6233 - - - - 65.7722 21.7009 55.205 76.558 53.0792 14.349 59.8229 20.2346 56.545 77.0535 54.1544 13.895 - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369115.397208000  902.898 0 19.1606  -  nan  0.116178 -0.0762143 0.433404  0.102798 -0.0948085 0.588026  -0.216019 -0.00813608 9.82247  -2.12199 0.282612 13.7642  - - -  - - -  64.2916 77.8842 59.3392 78.3579 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.398188000  902.898 0 19.1606  -  -  - - -  - - -  - - -  - - -  - - -  - - -  64.2916 77.8842 59.3392 78.3579 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.399193000  902.898 0 19.1606  -  -  - - -  - - -  - - -  - - -  - - -  - - -  64.3615 77.9224 59.2557 78.3312 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.400475000  897.337 0 19.1606  -  nan  0.113358 -0.0801341 0.466  0.102798 -0.0948085 0.588026  -0.330358 0.009306 10.0589  -2.12199 0.282612 13.7642  - - -  - - -  63.862 78.4623 58.6565 78.6041 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.401190000  897.337 0 19.1606  -  -  - - -  - - -  - - -  - - -  - - -  - - -  63.967 78.5267 58.5216 78.5538 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.403439000  900.191 0 19.1606  -  nan  0.115174 -0.0801959 0.471737  0.121973 -0.0804275 0.493217  -0.22304 -0.0534648 10.2395  1.45857 -1.03704 13.0696  - - -  - - -  63.967 78.5267 58.5216 78.5538 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.404434000  902.023 0 19.1606  -  nan  0.115933 -0.0802218 0.474135  0.121973 -0.0804275 0.493217  -0.17182 -0.0834237 10.3257  1.45857 -1.03704 13.0696  - - -  - - -  62.6698 78.8038 58.4951 79.1577 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.407107000  909.05 0 19.1606  -  nan  0.117398 -0.0873451 0.479435  0.128897 -0.105994 0.536361  -0.122246 0.00135669 10.2734  -0.59636 2.05253 11.3045  - - -  - - -  62.6698 78.8038 58.4951 79.1577 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.407178000  909.05 0 19.1606  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.408242000  910.101 0 19.1606  -  nan  0.118682 -0.0894269 0.48579  0.128897 -0.105994 0.536361  -0.136687 0.0638335 10.3048  -0.59636 2.05253 11.3045  - - -  - - -  62.4478 79.1277 57.7866 79.3098 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.410042000  911 0 19.1606  -  nan  0.119941 -0.0919899 0.497263  0.129962 -0.112385 0.588559  -0.19103 0.0952273 10.2539  -1.92081 1.09452 8.63405  - - -  - - -  62.2849 79.258 57.6167 79.3975 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.411182000  907.7 0 19.1606  -  nan  0.12106 -0.0942667 0.507455  0.129962 -0.112385 0.588559  -0.243717 0.125665 10.2046  -1.92081 1.09452 8.63405  - - -  - - -  62.3434 79.2922 57.5229 79.3611 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.412713000  915.66 0 19.1606  -  nan  0.119675 -0.0997976 0.51419  0.108657 -0.143811 0.567786  -0.297498 0.111041 10.2215  -2.00942 -0.354463 10.7584  - - -  - - -  61.9959 79.6162 57.0802 79.5955 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.414030000  915.66 0 19.1606  -  -  - - -  - - -  - - -  - - -  - - -  - - -  61.9959 79.6162 57.0802 79.5955 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.414187000  915.66 0 19.1606  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.415591000  914.763 0 19.1606  -  nan  0.118445 -0.104711 0.520173  0.108657 -0.143811 0.567786  -0.349642 0.0968619 10.2378  -2.00942 -0.354463 10.7584  - - -  - - -  61.0949 79.6896 57.4809 79.9024 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.416251000  914.763 0 19.1606  -  nan  0.120088 -0.10973 0.514964  0.133158 -0.14967 0.47351  -0.350008 0.0330713 10.2184  -0.361648 -1.99745 9.60163  - - -  - - -  61.2175 79.775 57.2836 79.8174 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.418267000  919.676 0 19.1606  -  nan  0.123068 -0.116802 0.502407  0.134223 -0.143278 0.455401  -0.259614 -0.0546884 10.0119  1.15679 -1.42983 6.77551  - - -  - - -  61.1302 79.8811 57.2002 79.8102 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.419188000  920.884 0 19.1606  -  nan  0.124313 -0.119758 0.49716  0.134223 -0.143278 0.455401  -0.216472 -0.0965738 9.91332  1.15679 -1.42983 6.77551  - - -  - - -  61.0693 79.9033 57.278 79.7339 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.420387000  926.589 0 19.1606  -  nan  0.126073 -0.122205 0.500406  0.140082 -0.14168 0.526241  -0.161294 -0.0693399 9.98692  1.59508 0.797542 12.3296  - - -  - - -  61.0693 79.9033 57.278 79.7339 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369115.422222000  926.589 0 19.1606  -  -  - - -  - - -  - - -  - - -  - - -  - - -  61.0693 79.9033 57.278 79.7339 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.424011000  927.746 0 19.1606  -  nan  0.127637 -0.124379 0.50329  0.140082 -0.14168 0.526241  -0.107796 -0.0429355 10.0583  1.59508 0.797542 12.3296  - - -  - - -  61.3988 79.7474 57.4941 79.4983 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.427438000  928.858 0 19.1606  -  nan  0.129098 -0.131513 0.508426  0.119842 -0.159257 0.510794  -0.0075106 0.0543097 10.0699  -0.0670605 1.54479 6.10251  - - -  - - -  61.3988 79.7474 57.4941 79.4983 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.427893000  928.858 0 19.1606  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.428191000  932.607 0 19.1606  -  nan  0.128064 -0.13461 0.50869  0.119842 -0.159257 0.510794  -0.00932443 0.0997082 9.94905  -0.0670605 1.54479 6.10251  - - -  - - -  60.8162 79.4744 57.8378 79.9091 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.429181000  933.331 0 19.1606  -  nan  0.124352 -0.137362 0.508212  0.0948085 -0.159257 0.504403  -0.0455884 0.0658863 9.86369  -1.1999 -1.0107 7.14674  - - -  - - -  60.6639 79.5651 57.7859 79.9503 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.430713000  938.223 0 19.1606  -  nan  0.121054 -0.139806 0.507786  0.0948085 -0.159257 0.504403  -0.0807477 0.0330946 9.78094  -1.1999 -1.0107 7.14674  - - -  - - -  60.6639 79.5651 57.7859 79.9503 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.431185000  938.223 0 19.1606  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.432403000  938.223 0 19.1606  -  -  - - -  - - -  - - -  - - -  - - -  - - -  60.5843 79.8499 57.8435 79.7475 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.433181000  936.699 0 19.1606  -  nan  0.117946 -0.141085 0.514901  0.0932106 -0.151268 0.571514  -0.07858 -0.0115375 9.81151  -0.00958008 -1.43222 10.7848  - - -  - - -  59.836 79.3877 58.441 80.1978 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.434179000  936.864 0 19.1606  -  nan  0.115184 -0.142222 0.521221  0.0932106 -0.151268 0.571514  -0.0764783 -0.0548102 9.84116  -0.00958008 -1.43222 10.7848  - - -  - - -  59.7405 79.6088 58.2529 80.1913 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.435192000  937.329 0 19.1606  -  nan  0.112553 -0.145075 0.527549  0.0916127 -0.167779 0.577906  -0.0418321 -0.068752 9.81103  1.06099 -0.512534 8.85199  - - -  - - -  59.8062 79.6472 58.1698 80.1638 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.436184000  937.655 0 19.1606  -  nan  0.110215 -0.14761 0.53317  0.0916127 -0.167779 0.577906  -0.00824105 -0.0822692 9.78182  1.06099 -0.512534 8.85199  - - -  - - -  59.8062 79.6472 58.1698 80.1638 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.437201000  937.207 0 19.1606  -  nan  0.108139 -0.149861 0.538165  0.0916127 -0.167779 0.577906  0.0243268 -0.0953746 9.75349  1.06099 -0.512534 8.85199  - - -  - - -  59.8064 79.8695 57.8836 80.1444 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.438201000  939.655 0 19.1606  -  nan  0.103023 -0.14978 0.534455  0.062318 -0.149137 0.504935  0.0645837 -0.0985974 9.83349  1.346 -0.201182 12.3799  - - -  - - -  59.5567 80.1677 57.674 80.1929 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.439236000  940.298 0 19.1606  -  nan  0.0984792 -0.149709 0.53116  0.062318 -0.149137 0.504935  0.103614 -0.101722 9.91105  1.346 -0.201182 12.3799  - - -  - - -  59.4032 80.3831 57.505 80.226 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.440194000  950.034 0 19.1606  -  nan  0.0956315 -0.150418 0.520978  0.0729706 -0.156061 0.439954  0.11534 -0.0535406 9.81  0.488584 1.48012 6.59349  - - -  - - -  59.5363 80.4707 57.4482 80.0708 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.447435000  952.51 0 19.3706  -  nan  0.0866067 -0.157004 0.482776  0.0713727 -0.170975 0.414388  0.12397 0.131954 9.39151  0.0958008 1.55916 6.09532  - - -  - - -  60.1733 80.7955 56.7596 79.7274 - - - - 59.2277 21.3099 4.478 80.1667 56.9892 15.45 58.214 20.9189 2.728 80.4376 37.4389 3.892 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.448381000  952.6 0 19.3706  -  nan  0.0849061 -0.158564 0.475141  0.0713727 -0.170975 0.414388  0.123112 0.175425 9.29111  0.0958008 1.55916 6.09532  - - -  - - -  60.1733 80.7955 56.7596 79.7274 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.449282000  953.405 0 19.3706  -  nan  0.0833953 -0.159949 0.468359  0.0713727 -0.170975 0.414388  0.12228 0.217572 9.19377  0.0958008 1.55916 6.09532  - - -  - - -  60.3195 80.0935 58.6654 79.102 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.450257000  953.881 0 19.3706  -  nan  0.0820531 -0.16118 0.462334  0.0713727 -0.170975 0.414388  0.121473 0.258436 9.09939  0.0958008 1.55916 6.09532  - - -  - - -  60.3195 80.0935 58.6654 79.102 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.451183000  954.022 0 19.3706  -  nan  0.0778283 -0.164236 0.451868  0.0442085 -0.188552 0.368581  0.11026 0.183815 9.1128  -0.246687 -2.19144 9.53936  - - -  - - -  60.7503 80.0845 58.9975 78.7082 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.452184000  954.791 0 19.3706  -  nan  0.0740752 -0.16695 0.44257  0.0442085 -0.188552 0.368581  0.0993873 0.111467 9.12579  -0.246687 -2.19144 9.53936  - - -  - - -  60.972 80.1186 59.0493 78.5407 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.453678000  957.567 0 19.3706  -  nan  0.070741 -0.169362 0.43431  0.0442085 -0.188552 0.368581  0.0888462 0.0413225 9.13839  -0.246687 -2.19144 9.53936  - - -  - - -  60.972 80.1186 59.0493 78.5407 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.454193000  957.567 0 19.3706  -  -  - - -  - - -  - - -  - - -  - - -  - - -  60.5005 79.4894 60.3101 78.704 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.455200000  955.253 0 19.3706  -  nan  0.0687899 -0.170672 0.422038  0.0532632 -0.181095 0.324373  0.153546 0.0405745 9.1177  2.213 0.0167651 8.45921  - - -  - - -  60.6989 79.4759 60.4804 78.4747 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369115.458983000  955.253 0 19.3706  -  -  - - -  - - -  - - -  - - -  - - -  - - -  60.6989 79.4759 60.4804 78.4747 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369115.460485000  950.596 0 19.3706  -  nan  0.0650944 -0.169933 0.419221  0.0356864 -0.164051 0.396811  0.180019 0.0926651 9.17971  1.02267 1.75076 11.1536  - - -  - - -  60.6989 79.4759 60.4804 78.4747 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
